numero_inpi,data_deposito,titulo,resumo,instituicoes
102016006334,2016-03-22,Nanopartículas superparamagnéticas (NPMs) de Fe3O4 estabilizadas pelo polímero de celulose modificada Etil (HidroxiEtil) celulose (EHEC) funcionalizada com ácido fólico (AF) para aplicação como agente de contraste (AC) com realce T2 em imagem por ressonância magnética (IRM),"Nanopartículas superparamagnéticas (NPMs) de Fe3O4 estabilizadas pelo polímero de celulose modificada Etil (HidroxiEtil) celulose (EHEC) funcionalizada com ácido fólico (AF) para aplicação como agente de contraste (AC) com realce T2 em imagem por ressonância magnética (IRM) Descreve composto compreendido pela fórmula química: X - Yn - Z onde X corresponde a uma nanopartícula magnética de Fe3O4, Y constitui o polímero etil(hidroxi etil) celulose (EHEC), sendo n o número de monômeros do polímero EHEC e Z é o ácido fólico (AF) e descreve uma metodologia de síntese em meio aquoso de NPMs de Fe3O4, estabilizadas por um polímero de celulose derivada denominada EHEC funcionalizada com AF para que atue como um AC negativo (redução de T2) para ser vetorizado ativamente ao receptor de folato expresso em células tumorais de mama, de modo que a área de interesse da invenção concentra-se na produção de nano sondas","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA"
102021014412,2021-07-22,SISTEMA FLUTUANTE E ESTACIONÁRIO PARA ACONDICIONAMENTO DE EQUIPAMENTOS AUXILIARES DO FORNECIMENTO DE ENERGIA ELÉTRICA A NAVIOS ATRACADOS EM PORTOS E TERMINAIS  PORTUÁRIOS,"SISTEMA FLUTUANTE E ESTACIONÁRIO PARA ACONDICIONAMENTO DE EQUIPAMENTOS AUXILIARES DO FORNECIMENTO DE ENERGIA ELÉTRICA A NAVIOS ATRACADOS EM PORTOS E TERMINAIS PORTUÁRIOS.A presente invenção se aplica no campo da operação de portos e terminais portuários marítimos e fluviais, especificamente em termos do fornecimento de energia em terra para embarcações atracadas quando o píer de atracação não dispor do espaço necessário para acondicionamento dos equipamentos auxiliares utilizados para conexão com o navio. A presente invenção, Figuras 1 a 3, consiste de um sistema flutuante e estacionário (também denominado Balsa Ilha) para acondicionamento de enrolador de cabos de média tensão, seus flutuadores e demais equipamentos auxiliares como parte da infraestrutura de fornecimento de energia elétrica em terra para embarcações atracadas. O sistema compreende uma base flutuante (1), defensas (2), sistema de acionamento (3), anéis coletores (4), fixadores (5), flutuadores (9) e enrolador (12) de cabos de média tensão, cabeços de amarração (6), eletrocentro (7), enrolador de cabo de aço (8), flutuadores (9),painel de controle (10), guarda corpos (11), e pontos de ancoragem (13). A Balsa Ilha poderá ser posicionada em local estratégico do porto ou terminal portuário de modo a minimizar as interferências nas operações de navegação e trânsito de embarcações, além de ocupar uma posição segura de modo a ser protegida das grandes oscilações causadas por ondas e ventos fortes.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO - IFRJ"
202019013198,2019-06-25,,,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO
102017028660,2017-12-13,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RONDONIA"
202021013763,2021-07-13,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
PI1107452,2011-12-29,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO - IFES"
PI1107453,2011-12-29,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO - IFES"
102016028636,2016-12-06,SISTEMA DE OTIMIZAÇÃO DE USO E DESPACHO DE ENERGIA EM PEQUENAS REDES DE GERAÇÃO ELÉTRICA,"SISTEMA DE OTIMIZAÇÃO DE USO E DESPACHO DE ENERGIA EM PEQUENAS REDES DE GERAÇÃO ELÉTRICA para gestão de consumo e fornecimento de energia, de equipamentos individuais, de fornecimento e de consumo de energia, instalados em uma rede e ligados à um barramento elétrico controlado por softwares específicos, compreendendo um servidor de dados instalado em cada equipamento de consumo e de fornecimento, de modo a captar e informar a demanda energética de cada equipamento de consumo, bem como a capacidade e custo de fornecimento energético de cada equipamento de fornecimento; um servidor de endereços que mapeia todos os servidores de dados na rede, de modo a identificar cada equipamento ligado na rede e fornecer a informações endereçadas a um servidor de controle central; um servidor de custos que captura, por um meio de comunicação, todas as informações de custos energéticos que compõe o sistema de energia, em suas diferentes fontes de produção, e envia para o servidor de controle central, que calcula qual é a melhor relação custo benefício para despacho e uso de energia elétrica, dos seus equipamentos de consumo e de fornecimento, baseados no custo de produção de energia gerada e nos custos da energia obtida pelo sistema de energia elétrica, e realiza o controle da distribuição do uso e fornecimento de energia conforme calculado, fazendo este controle em tempo real e considerando a vida útil das baterias existentes no sistema realizando um ciclo de carga e prevendo um rodízio de uso das mesmas.",INSTITUTO FEDERAL DE SANTA CATARINA
102014019341,2014-08-05,COMPOSIÇÃO PARA PRODUÇÃO DE MUDAS DE QUIABO,"COMPOSIÇÃO PARA PRODUÇÃO DE MUDAS DE QUIABO. A presente invenção refere-se a criação de uma mistura composta por diferentes partes de substratos convencionais utilizados comumente na produção de mudas de quiabo, adicionada de lodo de curtume desidratado. Tal processo de produção de mudas diz respeito a um processo nunca antes utilizado para produção de mudas de quiabo.  Esse novo processo de produção de mudas tem a vantagem de poder substituir a adubação convencional pelo lodo de curtume, visto que este resíduo apresenta muitos elementos essenciais ao desenvolvimento das plantas, com potencial de substituição dos adubos químicos comerciais a baixos custos.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO
102017026024,2017-12-03,SISTEMA VISUALIZADOR DE VEIAS PARA DISPOSITIVOS MÓVEIS,"Sistema visualizador de veias para dispositivos móveis. A prática da punção venosa periférica requer habilidades específicas relacionadas a limitações características das estruturas que formam a pele humana, como o calibre de veias, camadas de gordura e condições clínicas do paciente. Embora o mercado de dispositivos de imagens médicas forneça visualizadores de veias baseados em fotografia do espectro de luz infravermelho, caracterizado por uma penetração maior em estruturas orgânicas, o custo elevado de tal aparelho é um impeditivo para a disseminação desta  tecnologia. O invento  apresentado neste  documento é  um sistema   visualizador   de   veias   definido   por   um   dispositivo   de   amostragem especificamente desenvolvido para obter imagens de veias a partir de sua interação com comprimentos de onda infravermelhos curtos. Tal dispositivo caracteriza-se por ser integrável a dispositivos móveis convencionais, através de conexão via cabo e um aplicativo auxiliar que processa e apresenta imagens de veias subcutâneas na tela do smartphone ou tablet, em tempo real. O sistema de iluminação do dispositivo de   amostragem  provê   dois  comprimentos  de   onda,   760nm  e   850nm,   ativados alternadamente por chave seletora e atenuados por um potenciômetro. A fixação do dispositivo de amostragem ao corpo do dispositivo móvel convencional é realizada através de uma base regulável, que pode ser inclinada para prover amostragem perpendicular à tela do dispositivo móvel, além de conectada a uma haste flexível para suporte do sistema completo, liberando as mãos do usuário.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARANA
102015012525,2015-05-28,USO DE LODO DE CURTUME COMO BIOESTIMULANTE E ADUBAÇÃO PARA O DESENVOLVIMENTO DE MUDAS DE CITROS,"RESUMO ""USO DE LODO DE CURTUME COMO BIOESTIMULANTE E ADUBAÇÃO PARA O DESENVOLVIMENTO DE MUDAS DE CITROS""[001] A presente invenção refere-se a criação de um processo de aplicação e uso do lodo de curtume na forma líquida para a produção de mudas de citros de alta qualidade. Tal processo de produção de mudas, diz respeito a um processo nunca antes utilizado para produção de mudas de citros.  Esse novo processo de produção de mudas tem a vantagem de poder substituir a adubação convencional, com adubos químicos, pelo lodo de curtume na forma líquida e na dosagem adequada, visto que este resíduo apresenta muitos elementos essenciais ao desenvolvimento das plantas, com potencial de substituição dos adubos químicos comerciais a baixos custos e melhoria das condições de desenvolvimento das raízes das plantas.????????1/1",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO
202021024377,2021-12-02,MÁQUINA DE EXTRAÇÃO DE INSUMOS DAS PLANTAS DE FAVELA - (CNIDOSCOLUS QUERCIFOLIUS),"MÁQUINA DE EXTRAÇÃO DE INSUMOS DAS PLANTAS DE FAVELA - (CNIDOSCOLUS QUERCIFOLIUS).O Modelo de Utilidade tem por objetivo de apresentar uma máquina para extração de insumos das plantas de Favela  Cnidoscolus Quercifolius e está destinada na produção de farelo, biomassa, óleo, dentre outros, através do processo de torra, prensa, trituração e desidratação do produto primário. A máquina é constituída por um corpo retangular (7) substancialmente curto, previsto uma rosca-sem-fim (16), montado o conjunto silo vertical cônico (11) de alimentação e a moega (14) limitadora de fluxo, também é previsto um dispositivo cilindro coletor (17) para biomassa, farinha e desidratador do fruto. Previsto uma válvula solenoide (27), onde será responsável para esvaziamento de água, para o sistema de aquecimento de preferência por resistência elétrica (10), os sensores de temperatura (9), como atuadores os sensor de nível (25) de tanque de preferência, e sendo controlado por sistema lógico programável (3) de procedência e atuando conjuntamente no controle do sistema eletromecânico (12). Após o trecho inferior do referido corpo (7), é previsto um cesto de prensagem (18), sendo previsto volante separador (19), que basicamente acoplada a engrenagem da rosca sem fim (16), é previsto um cilindro coletor (17), no interior do qual é montado um sistema helicoidal mecânico, sendo previsto volante separador (19), que basicamente acoplada a engrenagem da rosca sem fim (16), cujas extremidades flangeadas (23) pelo sistema fixação de preferência snap-fit (encaixe rápido) (26) uma parte do flange (24), e está sendo interligada pelo acoplamento (15) rígido de preferência ao sistema eletromecânico (12) acionado pelo sistema lógico programável (3) que controla a velocidade e o sentido de rotação, tanto para à direita quanto à esquerda, do eixo da rosca sem fim (16).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA - IFBA"
102017028665,2017-12-15,FERMENTADO ALCOÓLICO SECO DE CAJÁ-MANGA (SPONDIAS DULCIS) - VINHO SECO DE CAJÁ-MANGA,"FERMENTADO ALCOÓLICO SECO DE CAJÁ-MANGA (SPONDIAS DULCIS)  VINHO SECO DE CAJÁ MANGA. De uma forma mais simples, o vinho é definido como uma bebida alcoólica produzida após o processo de fermentação do sumo de uva. A utilização da uva ocorre devido ao fato de ela permitir que esta fermente sem que seja necessário adicionar ao meio açucares, ácidos, enzimas ou outros nutrientes. Alguns outros frutos, tendo como exemplo a maça e outras bagas, também são caracterizados dessa forma, ou seja, não é algo especifico. Sendo esses vinhos conhecidos genericamente como vinhos de frutas ou fermentados. Para produção da bebida a fruta escolhida foi a cajá-manga (Spondias dulcis), sendo conhecida, também, popularmente como: cajá, cajarana, taperebá-do-sertão e cajá anão. Podendo ser encontrado em todo território brasileiro, esse fruto é originário do Arquipélago da Sociedade no Oceano Pacifico. O cajá manga é uma fruta com uma concentração de vitaminas A e C, fibras, fósforo e cálcio, essenciais para a manutenção e funcionamento correto do organismo. Para obtenção da bebida é necessário submeter a polpa do fruto por uma fermentação, que é um processo bioquímico, o qual é realizado por microrganismos que convertem moléculas de carboidratos (açucares) em álcool, gás carbônico e energia. No caso do vinho esses microrganismos são do tipo leveduras (fungos formados por apenas uma célula).","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RONDONIA"
102017028661,2017-12-15,FERMENTADO ALCOÓLICO SECO DE CAMU-CAMU (MYRCIARIA DUBIA) - VINHO SECO DE CAMU-CAMU,"FERMENTADO ALCOÓLICO SECO DE CAMU-CAMU (Myrciaria dubia)  VINHO SECO DE CAMU-CAMU. De forma mais simples, o vinho é definido como uma bebida alcoólica produzida após o processo de fermentação do sumo de uva. A utilização da uva ocorre devido ao fato de ela permitir que esta fermente sem que seja necessário adicionar ao meio os açúcares, ácidos, enzimas ou outros nutrientes. Alguns outros frutos, tendo como exemplo a maça e outras bagas, também são caracterizados dessa forma, ou seja, não é algo especifico. Sendo esses vinhos conhecidos genericamente como vinhos de frutas ou fermentados. Para produção da bebida a fruta escolhida foi camu-camu (Myrciaria dubia), Podendo ser encontrado em toda região Norte. O camu-camu é uma fruta com uma concentração de vitaminas A e C, fibras, fósforo e cálcio, essenciais para a manutenção e funcionamento correto do organismo. Para obtenção da bebida é necessário submeter a polpa do fruto por uma fermentação, que é um processo bioquímico, o qual é realizado por microrganismos que convertem moléculas de carboidratos (açúcares) em álcool, gás carbônico e energia. No caso do vinho esses microrganismos são do tipo leveduras.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RONDONIA"
102017028662,2017-12-15,CERVEJA DE CAMU-CAMU (MYRCIARIA DÚBIA),"CERVEJA DE CAMU CAMU (Myrciaria dubia). A presente invenção, cerveja de Camu Camu (Myrciaria dúbia), foi desenvolvida no intuito de agregar valor comercial às frutas características da região de Rondônia, sendo a cerveja um dos produtos muito consumidos no Brasil e no mundo. A formulação da cerveja de Camu Camu foi trabalhada no propósito de obter uma cerveja suave com sabor acentuado da fruta. A metodologia de fabricação da mesma é relativamente simples, onde a aplicação da polpa da fruta é o destaque do produto.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE RONDONIA"
202021017789,2021-09-08,"MODELO DE UTILIDADE DE PHMETRO COM PLATAFORMA ARDUINO, ADAPTADO PARA DEFICIENTES VISUAIS","MODELO DE UTILIDADE DE PHMETRO COM PLATAFORMA ARDUINO, ADAPTADO PARA DEFICIENTES VISUAIS. Modelo de utilidade de pHmetro com plataforma arduino, adaptado para deficientes visuais. O modelo de utilidade funciona por meio de uma plataforma Arduino, utilizando um sensor de pH e um circuito potenciômetro. Os dados obtidos pelo sensor eletrônico são encaminhados a um módulo BNC arduino, que os transfere para a placa Arduino Uno R3, a qual reproduz os dados para um display de LCD, onde são apresentadas as informações, além de haver um módulo MP3 DFPlayer Mini e um alto falante, que possibilita reproduzir os valores de pH por voz. O modelo de utilidade pode ser utilizado em laboratórios, onde sejam feitas análises de pH de amostras líquidas, incluindo laboratórios de ensino, seja público ou privado, devido ao seu baixo custo de produção.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102021018165,2021-09-13,DISPOSITIVO GERENCIADOR AUTOMATIZADO DE ESTOQUES IMPLEMENTADO E CONTROLADO POR SISTEMA DE COMPUTADOR COM CONECTIVIDADE COM A INTERNET,"DISPOSITIVO GERENCIADOR AUTOMATIZADO DE ESTOQUES IMPLEMENTADO E CONTROLADO POR SISTEMA DE COMPUTADOR COM CONECTIVIDADE COM A INTERNET. A presente invenção conjuga as funções de monitorar a quantidade de produtos expostos em gôndolas, verificando em tempo real as entradas e saídas dos produtos, controlando o estoque conforme processo de gestão de estoque gravado no dispositivo nos níveis de estoque mínimo, de segurança e estoque máximo, desta forma identificados os valores e parâmetros atingidos o dispositivo gerenciador gera o pedido para reposição de produto junto a fornecedores por transação em comodato e ou consignado, entre os parceiros comerciais, por meio de tecnologia IoT, sendo feita de forma autônoma, fortalecendo a implantação de modelo JIT (Just In Time) paramelhoria de processos de gestão de estoques e o mesmo módulo também atua com a solicitação online das quantidades exatas aos setores internos caso a empresa possua colaboradores estoques internos, sendo uma solução realmente eficaz e eficiente para solucionar problemas de ruptura de estoques e gestão a distância das vendas em comodato e ou consignado.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA|INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE  PERNAMBUCO (IFPE)"
PI1107454,2011-12-29,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO - IFES"
102014019494,2014-08-06,BASQUETEBOL PARA CEGOS,"BASQUETEBOL PARA CEGOS. A invenção BASQUETEBOL PARA CEGOS se refere a um circuito elétrico para controle de frequências sonoras, uma sirene para auxiliar a direção do arremesso, um sensor infravermelho para a mudança da frequência sonora quando acionado, um aro auxiliar interno para acomodação do dispositivo infravermelho que informará o acerto do atleta.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO
102020025494,2020-12-14,"MÉTODO DE PRODUÇÃO DE GOMA XANTANA TERMO-VISCOSIFICANTECOM REUTILIZAÇÃO DA ÁGUA PRODUZIDA E GLICERINA BRUTA, GOMA XANTANA TERMO-VISCOSIFICANTE, FORMULAÇÃO E PROCESSO DE RECUPERAÇÃO AVANÇADA DE PETRÓLEO","MÉTODO DE PRODUÇÃO DE GOMA XANTANA TERMO-VISCOSIFICANTECOM REUTILIZAÇÃO DA ÁGUA PRODUZIDA E GLICERINA BRUTA, GOMA XANTANA TERMO-VISCOSIFICANTE, FORMULAÇÃO E PROCESSO DE RECUPERAÇÃO AVANÇADA DE PETRÓLEO. A presente invenção trata de um método de produção de goma xantanatermoviscosificante com reutilização da água produzida e glicerina bruta, da goma xantanatermo-viscosificante produzida, de formulação contendo a goma xantana e seu uso em processo de recuperação avançada de petróleo. Mais particularmente, refere o método de produção da goma xantanatermo-viscosificante produzida pela bactéria Xanthomonascampestrisem meio de cultura com a utilização de água produzida de campos de petróleo e glicerina bruta (GB), coproduto do biodiesel como fluido EOR. Refere ainda o processo para melhorar a recuperação de petróleo residual em reservatórios, com aplicação na área de recuperação avançada de petróleo (EOR), através da utilização de uma formulação polimérica composta por goma xantanatermo-viscosificante produzida pela bactéria Xanthomonascampestrisem meio de cultura com a utilização de água produzida de campos de petróleo e glicerina bruta (GB), coproduto do biodiesel como fluido EOR. A formulação polimérica reivindicada apresenta comportamento pseudoplástico de afinamento por cisalhamento e  apacidade de aumentar a viscosidade em relação ao comportamento linear esperado na faixa de temperatura referida (comportamento termo-viscosificante). Além disso apresenta a capacidade de manter a viscosidade constante em salinidade alta. A aplicação do processo proposto compete com o processo de injeção de polímeros comerciais comumente utilizados, tendo como principal vantagem ser um método de custo muito inferior e ambientalmente amigável, além de agregar valor a um co-produto da produção de biodiesel (GB) produzido em grandes volumes pelas indústrias deste ramo e dar novo uso a água de produção de campos de reservatório.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA - IFBA"
PI1001664,2010-06-10,MONITORAMENTO DE ATIVIDADE DE CORRIDA ATRAVÉS DA IDENTIFICAÇÃO POR RADIOFREQUÊNCIA,"MONITORAMENTO DE ATIVIDADES DE CORRIDA ATRAVÉS DA IDENTIFICAÇÃO COM RADIOFREQUÊNCIA. O Monitoramento de Atividades de Corrida utiliza a tecnologia de Identificação por Radiofrequência (RFld), chamado de MAC, para acompanhar os treinos de corrida em pista. Este sistema permite mensurar a quantidade de voltas dadas pelo corredor na pista (8), registrar e calcular o tempo de cada volta. Conhecendo -se também, o comprimento da pista, é possível calcular a velocidade média do corredor na volta, a velocidade média do treino, o tempo total do treino, a distância total percorrida, entre outras informações, que também podem ser exploradas. A vantagem do MAC está no fato de acompanhar o treino de vários corredores ao redor de uma pista, sendo que cada corredor deve portar apenas uma etiqueta de RFld (2) e acompanhará a evolução do seu treino em tempo real, a uma custo bem reduzido comparado com sistemas que realizam funções semelhantes, já que um MAC pode ser compartilhado ao mesmo tempo por vários corredores, cada um com a sua etiqueta.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA"
202021013332,2021-07-06,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
102026001491,2026-01-22,,,"INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS - IF SUDESTE MG"
102021021570,2021-10-27,LIGAS DE CO-CR-B BIOATIVAS APLICAVEIS EM IMPLANTES ORTOPÉDICOS E ORTODÔNTICOS,"LIGAS DE Co-Cr-B BIOATIVAS APLICAVEIS EM IMPLANTES ORTOPÉDICOS E ORTODÔNTICOS. O pedido de patente em questão refere-se a novas ligas fundidas constituídas de cobalto, cromo e boro (Co-Cr-B). Essas ligas quando imersas em fluido fisiológico simulado formam espontaneamente na superfície da liga hidroxiapatita. Esta formulação mostra-se bioativa em teste in vitro, quando imersa em SBF. Além disso, a adição do boro confere maior resistência ao desgaste, ou seja, a liga tem propriedades mecânicas (dureza e resistência ao desgaste) viáveis. Os resultados obtidos mostraram que a adição de boro promove um aumento de até 200% na dureza das ligas produzidas. Assim a proposição de próteses a partir desta formulação para uso como implantes permanentes é inovador porque a liga é bioativa, é viável mecanicamente e de fácil obtenção pelo método de fundição, método esse comum na produção de ligas metálicas para variadas aplicações e são mecanicamente interessantes.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA
102020026132,2020-12-18,SISTEMA AUTOEMULSIONANTE DE LIBERAÇÃO DE NIFEDIPINA,"SISTEMA AUTOEMULSIONANTE DE LIBERAÇÃO DE NIFADIPINA. O presente invento pertence ao campo fármacos e micro/nanotecnologia. A presente invenção apresenta um sistema autoemulsionante de liberação de fármaco nifedipina como agente cicatrizante. Esta formulação é de aplicação tópica, visando o tratamento de feridas em pacientes diabéticos. A formulação compreende pelo menos um conservante, pelo menos um surfactante, pelo menos um cosurfactante, nifedipina e pelo menos um promotor de solubilidade e de permeação em concentrações capazes de deixar a formulação retida no local de ação, no caso, na pele, sem distribuição sistêmica do fármaco.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO DE JANEIRO - IFRJ"
PI1107455,2011-12-29,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO ESPIRITO SANTO - IFES"
102015032963,2015-12-30,,,INSTITUTO FEDERAL DE SANTA CATARINA
PI1106617,2011-10-11,"IMPERMEABILIZANTE COM SOLUÇÃO DE POLIESTIRENO EXPANDIDO (EPS) RECICLADO E IMPERMEABILIZAÇÃO DE FIBRAS DE CURAUÁ (ANANÁS ERECTIFOLIUS) E DE SISAL (AGAVE SISALANA) E SEUS RESPECTIVOS PROCESSOS, PARA USO COMO REFORÇO EM SOLOS PARA APLICAÇÕES EM OBRAS GEOTÉCNICAS","IMPERMEABILIZANTE COM SOLUÇÃO DE POLIESTIRENO EXPANDIDO (EPS) RECICLADO E IMPERMEABILIZAÇÃO DE FIBRAS DE CURAUÁ (ANANÁS ERECTIFOLIUS) E DE SISAL (AGAVE SISALANA) E SEUS RESPECTIVOS PROCESSOS, PARA USO COMO REFORÇO EM SOLOS PARA APLICAÇÕES EM OBRAS GEOTÉCNICAS. A presente invenção descreve a obtenção de impermeabilizante através da dissolução do poliestireno expandido (EPS) reutilizado (reciclado) e o processo de impermeabilização de fibras de curauá (Ananás erectifolius) e de sisal (Agave sisalana) com esta solução. Com a finalidade de avaliar o desempenho do impermeabilizante utilizado, foram realizados análises de microscopia eletrônica de varredura (MEV) e ensaios microbiológicos nas fibras naturais e impermeabilizadas. O impermeabilizante, objeto desta invenção, é utilizado para o recobrimento das fibras de curauá e de sisal visando o aumento da durabilidade destas fibras. As fibras vegetais impermeabilizadas objetos desta invenção são utilizadas como elemento de reforço em matrizes de solo para uso em obras geotécnicas.",INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE MINAS GERAIS
102017023705,2017-11-03,DISPOSITIVO DE AQUECIMENTO E CONTROLE DE TEMPERATURA PARA MICROREATORES,"DISPOSITIVO  DE AQUECIMENTO  E  CONTROLE  DE  TEMPERATURA  PARA MICROREATORES. O  presente  pedido  de  patente  refere-se  ao  conjunto  de sistemas  e  componentes  e  ao  funcionamento  de  um  dispositivo  para aquecimento e controle de temperatura em microrreatores utilizados em circuitos microfluídicos. O referido dispositivo é composto de um circuito microfluídico (1) contendo um microrreator (2), uma lâmina metálica ou de semicondutor (3), fonte de luz (4) com sistema de focalização (5), sensor de  temperatura  (6)  e  sistema  de  realimentação  (7)  que  controla  a temperatura do líquido dentro de (2) e a potência de (4). Lâminas finas de qualquer material metálico ou semicondutor (3) são usinadas com pulsos laser  ultracurtos,  de  maneira  a  produzir  uma  de  suas  superfícies  com estruturas submicrométricas altamente absorvedoras de luz, denominada superfície  texturizada  (8).  Estas  lâminas  são  colocadas  no  fundo  do microrreator onde se deseja aquecer e controlar a temperatura de líquidos em regimes estacionários ou em movimento.  O feixe de luz é focalizado sobre a superfície texturizada, que deve estar voltada para a superfície do fundo do microrreator. A fonte do feixe de luz deve ter potência adequada para  se  atingir  a  temperatura  desejada  e  um  espectro  com  alta transmissão  para  o  material  da  região  do  circuito  por  onde  deve  se propagar até atingir a superfície texturizada.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO"
202025011223,2025-06-03,,,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO"
102019013169,2019-06-25,TRUFAS DE CHOCOLATE NUTRICIONALMENTE FORTIFICADAS COM HORTALIÇAS E RESPECTIVO PROCESSO DE PREPARAÇÃO,"TRUFAS DE CHOCOLATE NUTRICIONALMENTE FORTIFICADASCOM HORTALIÇAS E RESPECTIVO PROCESSO DEPREPARAÇÃO. Esta invenção refere-se a trufas de chocolate com revestimento e recheio nutricionalmente fortificados com extratos de hortaliças, como Daucus carota (cenoura), Brassica oleracea (couve), Beta vulgaris (beterraba) ou Eruca sativa (rúcula). Estas trufas aplicam-se ao consumo humano como produtos alimentícios alternativos às opções industrializadas de guloseimas nutricionalmente deficientes. Os produtos consistem em trufas com revestimento de chocolate qualquer tipo acrescido com pó de matéria seca das hortaliças e recheio composto pela mistura proporcional de chocolate meio amargo com sumo das hortaliças. A presente invenção consiste em alimento alternativo às trufas tradicionais, obtido por processo controlado de proporcionalidade chocolate:extrato e temperatura para manutenção das propriedades nutricionais dos vegetais. Assim, as trufas de chocolate nutricionalmente fortificadas com hortaliças atendem ao segmento das guloseimas como uma opção de maior valor nutricional agregado, contribuindo para a reeducação alimentar através do processo de inserção de vegetais na dieta, principalmente, de crianças, devido à minimização do gosto de vegetais.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE GOIAS"
102021019273,2021-09-27,BIOSSORVENTE OBTIDO A PARTIR DO ENDOCARPO DO CAJÁ (SPONDIAS MOMBIN L.) E PROCESSO DE TRATAMENTO DE ÁGUA E EFLUENTES UTILIZANDO O MESMO BIOSSORVENTE,"BIOSSORVENTE OBTIDO A PARTIR DO ENDOCARPO DO CAJÁ (SPONDIAS MOMBIN L.) E PROCESSO DE TRATAMENTO DE ÁGUA E EFLUENTES UTILIZANDO O MESMO BIOSSORVENTE. O presente pedido de patente de invenção consiste no desenvolvimento de um processo de remoção, via adsorção, de contaminantes como corantes, metais pesados, óleos e graxas de água ou efluentes aquosos, utilizando o endocarpo do fruto do cajá (Spondias mombin L.), in natura, como bioadsorvente, o qual foi produzido por alterações físicas em sua estrutura granulométrica. A eficiência do processo foi estudada através da Análise de Variância realizada sobre os resultados de um planejamento experimental, em que foi investigado a influência de fatores como pH, relação massa de adsorvente x volume de efluente, intensidade de agitação. Foram realizados também estudos sobre a cinética e o equilíbrio de adsorção (isotermas de adsorção). Os ensaios realizados mostraram elevada eficiência na remoção de contaminantes em um período relativamente curto. Este material apresenta um grande potencial para uso no tratamento e/ou adequação de água e efluentes, tendo em vista sua elevada eficiência, o baixo custo e sua biodegradabilidade.","INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA"
202025026843,2025-12-04,,,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO
